Forward Packets	Forward Bytes	Delta Forward Packets	Delta Forward Bytes	Forward Instantaneous Packets per Second	Forward Average Packets per second	Forward Instantaneous Bytes per Second	Forward Average Bytes per second	Reverse Packets	Reverse Bytes	Delta Reverse Packets	Delta Reverse Bytes	DeltaReverse Instantaneous Packets per Second	Reverse Average Packets per second	Reverse Instantaneous Bytes per Second	Reverse Average Bytes per second	Traffic Type
505	65975	0	0	0.0	56.111111111111114	0.0	7330.555555555556	328	22301	0	0	0.0	41.0	0.0	2787.625	voice
334	22713	0	0	0.0	41.75	0.0	2839.125	816	116331	49	7742	49.0	102.0	7742.0	14541.375	voice
864	123915	48	7584	48.0	96.0	7584.0	13768.333333333334	334	22713	0	0	0.0	41.75	0.0	2839.125	voice
505	65975	0	0	0.0	56.111111111111114	0.0	7330.555555555556	328	22301	0	0	0.0	36.44444444444444	0.0	2477.8888888888887	voice
334	22713	0	0	0.0	41.75	0.0	2839.125	816	116331	49	7742	49.0	102.0	7742.0	14541.375	voice
864	123915	48	7584	48.0	96.0	7584.0	13768.333333333334	334	22713	0	0	0.0	37.111111111111114	0.0	2523.6666666666665	voice
505	65975	0	0	0.0	56.111111111111114	0.0	7330.555555555556	328	22301	0	0	0.0	36.44444444444444	0.0	2477.8888888888887	voice
334	22713	0	0	0.0	37.111111111111114	0.0	2523.6666666666665	816	116331	49	7742	49.0	102.0	7742.0	14541.375	voice
864	123915	48	7584	48.0	96.0	7584.0	13768.333333333334	334	22713	0	0	0.0	37.111111111111114	0.0	2523.6666666666665	voice
505	65975	0	0	0.0	56.111111111111114	0.0	7330.555555555556	328	22301	0	0	0.0	36.44444444444444	0.0	2477.8888888888887	voice
334	22713	0	0	0.0	37.111111111111114	0.0	2523.6666666666665	864	123915	48	7584	48.0	96.0	7584.0	13768.333333333334	voice
864	123915	48	7584	48.0	96.0	7584.0	13768.333333333334	334	22713	0	0	0.0	37.111111111111114	0.0	2523.6666666666665	voice
505	65975	0	0	0.0	56.111111111111114	0.0	7330.555555555556	328	22301	0	0	0.0	36.44444444444444	0.0	2477.8888888888887	voice
334	22713	0	0	0.0	33.4	0.0	2271.3	864	123915	48	7584	48.0	96.0	7584.0	13768.333333333334	voice
864	123915	48	7584	48.0	96.0	7584.0	13768.333333333334	334	22713	0	0	0.0	37.111111111111114	0.0	2523.6666666666665	voice
505	65975	0	0	0.0	56.111111111111114	0.0	7330.555555555556	328	22301	0	0	0.0	36.44444444444444	0.0	2477.8888888888887	voice
